,Unnamed: 0,timestamp,study_name,fold,accuracy_score,cohen_kappa_score,f1_score,precision_score,recall_score,(DirectoryOrganizer) Paths,attributes
0,0,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",0,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
1,1,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",1,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
2,2,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",2,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
3,3,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",3,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
4,4,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",4,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
5,5,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",5,0.75,0.5,0.8,0.6666666666666666,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
6,6,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",6,0.75,0.0,0.8571428571428571,1.0,0.75,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
7,7,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",7,0.75,0.5,0.8,1.0,0.6666666666666666,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
8,8,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",8,0.75,0.5,0.8,0.6666666666666666,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
9,9,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",9,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
10,10,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",10,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
11,11,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,RecurrencePlot#",11,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
12,12,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",0,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
13,13,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",1,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
14,14,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",2,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
15,15,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",3,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
16,16,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",4,0.25,-0.5,0.4,0.5,0.3333333333333333,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
17,17,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",5,0.5,0.0,0.6666666666666666,0.5,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
18,18,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",6,1.0,,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
19,19,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",7,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
20,20,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",8,0.5,0.0,0.6666666666666666,0.5,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
21,21,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",9,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
22,22,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",10,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
23,23,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,GramianAngularField#",11,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
24,24,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",0,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
25,25,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",1,0.5,-0.3333333333333332,0.6666666666666666,0.6666666666666666,0.6666666666666666,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
26,26,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",2,0.5,-0.3333333333333332,0.6666666666666666,0.6666666666666666,0.6666666666666666,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
27,27,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",3,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
28,28,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",4,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
29,29,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",5,0.25,-0.5,,0.0,0.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
30,30,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",6,1.0,,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
31,31,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",7,0.25,-0.5,0.4,0.5,0.3333333333333333,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
32,32,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",8,0.75,0.5,0.8,0.6666666666666666,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
33,33,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",9,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
34,34,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",10,0.5,-0.3333333333333332,0.6666666666666666,0.6666666666666666,0.6666666666666666,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
35,35,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#",11,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
36,36,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",0,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
37,37,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",1,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
38,38,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",2,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
39,39,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",3,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
40,40,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",4,0.25,-0.5,0.4,0.5,0.3333333333333333,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
41,41,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",5,0.5,0.0,0.5,0.5,0.5,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
42,42,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",6,0.5,0.0,0.6666666666666666,1.0,0.5,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
43,43,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",7,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
44,44,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",8,0.5,0.0,,,0.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
45,45,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",9,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
46,46,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",10,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
47,47,2023-10-29 05:23:11.369668,"choose-Out14_#SqueezeNet_1_1,ProjectionMix#",11,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#SqueezeNet_1_1,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
48,48,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",0,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
49,49,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",1,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 39}"
50,50,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",2,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 27}"
51,51,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",3,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 36}"
52,52,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",4,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 33}"
53,53,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",5,0.75,0.5,0.8,0.6666666666666666,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
54,54,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",6,0.75,0.0,0.8571428571428571,1.0,0.75,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 15}"
55,55,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",7,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
56,56,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",8,0.75,0.5,0.8,0.6666666666666666,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 15}"
57,57,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",9,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 27}"
58,58,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",10,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 11}"
59,59,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#",11,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,RecurrencePlot#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 15}"
60,60,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",0,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
61,61,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",1,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
62,62,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",2,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
63,63,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",3,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
64,64,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",4,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
65,65,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",5,0.5,0.0,0.6666666666666666,0.5,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
66,66,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",6,1.0,,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
67,67,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",7,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
68,68,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",8,0.5,0.0,0.6666666666666666,0.5,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
69,69,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",9,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
70,70,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",10,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
71,71,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#",11,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,GramianAngularField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
72,72,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",0,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 21}"
73,73,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",1,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 14}"
74,74,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",2,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 13}"
75,75,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",3,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 12}"
76,76,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",4,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 14}"
77,77,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",5,0.5,0.0,0.6666666666666666,0.5,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
78,78,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",6,1.0,,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 20}"
79,79,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",7,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 14}"
80,80,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",8,0.5,0.0,0.6666666666666666,0.5,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
81,81,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",9,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
82,82,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",10,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
83,83,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#",11,0.5,0.1999999999999999,0.5,1.0,0.3333333333333333,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,MarkovTransitionField#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
84,84,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#",0,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
85,85,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#",1,0.5,0.1999999999999999,0.5,1.0,0.3333333333333333,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
86,86,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#",2,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
87,87,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#",3,0.75,0.0,0.8571428571428571,0.75,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
88,88,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#",4,1.0,1.0,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
89,89,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#",5,0.5,0.0,0.6666666666666666,0.5,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
90,90,2023-10-29 05:23:30.515459,"choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#",6,1.0,,1.0,1.0,1.0,"['ignore/saves/best/choose-Out14_#ShuffleNetV2_x1_5,ProjectionMix#|GroupKFold']","{'Max epochs': 5000, 'Last epoch': 10}"
